Timestamp,Roll,Pitch,Yaw,EulerX,EulerY,EulerZ,QuaternionX,QuaternionY,QuaternionZ,QuaternionW,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LinearAccX,LinearAccY,LinearAccZ,Pressure,Altitude+10,Piezo,Label
00:00:13:605,86.55,2.98,-134.92,86.55,-2.98,134.92,0.32,-0.61,-0.66,0.31,-0.18,1.36,0.68,-4.15,-0.37,-4.27,-197.89,-434,-580.59,0.81,1.31,0.62,1013.89,4.71,47,1
00:00:13:721,87.95,5.28,-134.83,87.95,-5.28,134.83,0.34,-0.61,-0.66,0.29,0.13,0.91,0.43,-2.44,5.13,-5.07,-210.15,-442.79,-582.28,1.13,0.82,0.4,1013.87,4.76,28,1
00:00:13:837,91.32,5.13,-134.77,91.32,-5.13,134.77,0.35,-0.63,-0.64,0.28,0.24,1.05,-0.21,2.81,1.53,-5.07,-199.64,-435.76,-595.82,1.24,0.96,-0.19,1013.89,4.68,52,1
00:00:13:953,85.2,4.71,-135.42,85.2,-4.71,135.42,0.32,-0.59,-0.67,0.3,-0.05,1.26,-1.58,7.45,7.75,-5.19,-199.64,-428.73,-582.28,0.94,1.18,-1.66,1013.88,4.78,45,1
00:00:14:069,85.95,3.16,-135.58,85.95,-3.16,135.58,0.32,-0.6,-0.67,0.3,-0.07,1.18,-1.12,2.69,9.77,-5.25,-199.64,-439.27,-585.66,0.93,1.12,-1.19,1013.88,4.77,53,1
00:00:14:184,80.16,4.97,-135.97,80.16,-4.97,135.97,0.31,-0.56,-0.7,0.31,0.04,1.06,-0.47,-8.91,3.97,-5.25,-210.15,-435.76,-599.21,1.03,0.97,-0.64,1013.88,4.81,38,1
00:00:14:300,82.16,4.27,-135.96,82.16,-4.27,135.96,0.31,-0.58,-0.69,0.31,0.2,0.83,0.83,-20.63,-4.52,-4.88,-208.4,-434,-594.13,1.19,0.76,0.7,1013.87,4.81,51,1
00:00:14:415,85.57,3.29,-136.1,85.57,-3.29,136.1,0.31,-0.6,-0.67,0.3,0.19,0.72,0.71,-10.62,-2.26,-4.88,-197.89,-444.55,-594.13,1.19,0.67,0.63,1013.88,4.74,33,1
00:00:14:531,87.2,3.24,-135.81,87.2,-3.24,135.81,0.32,-0.61,-0.66,0.3,0.06,0.99,-0.11,-5.74,1.04,-5.07,-199.64,-432.25,-592.43,1.06,0.93,-0.16,1013.87,4.84,45,1
00:00:14:647,87.93,2.91,-135.29,87.93,-2.91,135.29,0.32,-0.62,-0.65,0.3,0.03,1.17,-0.22,11.11,6.29,-4.94,-203.14,-439.27,-595.82,1.02,1.12,-0.26,1013.88,4.86,51,1
00:00:14:775,90.7,2.58,-135.49,90.7,-2.58,135.49,0.33,-0.63,-0.64,0.29,0.11,0.85,0.06,-9.52,0.24,-5.25,-196.14,-442.79,-592.43,1.11,0.81,0.07,1013.85,4.89,37,1
00:00:14:891,93.05,2.2,-135.81,93.05,-2.2,135.81,0.33,-0.65,-0.63,0.29,0.06,1.04,-0.65,1.83,7.75,-5.43,-196.14,-428.73,-585.66,1.06,1,-0.6,1013.86,4.97,39,1
00:00:15:007,86.41,3.55,-135.92,86.41,-3.55,135.92,0.32,-0.61,-0.67,0.3,0.01,1.06,-0.32,-7.69,1.28,-5.07,-196.14,-442.79,-575.51,1.01,1,-0.39,1013.85,4.86,45,1
00:00:15:123,86.21,3.56,-135.65,86.21,-3.56,135.65,0.32,-0.6,-0.67,0.3,0.04,1.11,-0.51,0.67,5.49,-5.13,-194.39,-430.49,-594.13,1.04,1.05,-0.58,1013.87,4.8,44,1
00:00:15:244,87.89,3.33,-135.36,87.89,-3.33,135.36,0.32,-0.61,-0.66,0.3,0.18,1.01,0.23,-2.56,3.91,-5,-194.39,-441.03,-590.74,1.18,0.95,0.2,1013.86,4.99,40,1
00:00:15:360,88.99,2.84,-135.55,88.99,-2.84,135.55,0.32,-0.62,-0.65,0.3,0.14,0.86,0.31,-3.91,3.6,-5.13,-197.89,-441.03,-570.43,1.13,0.81,0.29,1013.84,5.06,31,1
00:00:15:475,91.23,2.52,-135.66,91.23,-2.52,135.66,0.33,-0.64,-0.64,0.29,0.08,1.07,-0.32,-2.2,3.97,-5.25,-208.4,-423.46,-583.97,1.08,1.03,-0.29,1013.83,5.09,41,1
00:00:15:591,92.75,2.42,-135.72,92.75,-2.42,135.72,0.33,-0.64,-0.63,0.29,0.07,1.07,-0.42,-0.31,4.88,-5.19,-206.65,-449.82,-589.05,1.07,1.03,-0.37,1013.84,5.04,43,1
00:00:15:706,86.71,2.99,-135.99,86.71,-2.99,135.99,0.32,-0.61,-0.66,0.3,0.02,1.12,-0.7,-3.66,4.88,-5.07,-211.9,-430.49,-604.28,1.02,1.07,-0.76,1013.85,5.03,47,1
00:00:15:822,85.11,3.31,-135.61,85.11,-3.31,135.61,0.31,-0.6,-0.67,0.3,0.04,1.08,-0.48,-4.21,3.85,-5.19,-215.4,-444.55,-594.13,1.03,1.02,-0.56,1013.85,5.04,45,1
00:00:15:938,85.23,3.28,-135.74,85.23,-3.28,135.74,0.31,-0.6,-0.67,0.3,0.08,0.95,-0.02,-10.13,2.87,-5.43,-206.65,-439.27,-585.66,1.07,0.89,-0.1,1013.84,5.16,35,1
00:00:16:054,87.58,2.79,-135.84,87.58,-2.79,135.84,0.32,-0.62,-0.66,0.3,0.1,0.98,0.13,-5.37,3.36,-5.19,-187.38,-448.06,-597.51,1.1,0.93,0.09,1013.85,4.95,42,1
00:00:16:170,89.24,2.79,-135.94,89.24,-2.79,135.94,0.32,-0.62,-0.65,0.29,0.13,0.95,0.1,-4.7,3.42,-5.19,-197.89,-462.12,-590.74,1.12,0.9,0.08,1013.85,4.97,43,1
00:00:16:285,89.52,2.72,-136.02,89.52,-2.72,136.02,0.32,-0.63,-0.65,0.29,0.07,1.02,-0.12,-4.76,3.23,-5,-201.39,-444.55,-600.9,1.07,0.97,-0.13,1013.85,4.99,44,1
00:00:16:401,89.09,2.56,-135.9,89.09,-2.56,135.9,0.32,-0.62,-0.65,0.3,0.06,1.03,-0.39,-3.36,3.54,-5.13,-199.64,-449.82,-589.05,1.06,0.98,-0.4,1013.85,5.02,46,1
00:00:16:516,87.46,2.61,-135.97,87.46,-2.61,135.97,0.32,-0.62,-0.66,0.3,0.03,1.06,-0.23,-4.88,3.42,-5,-204.9,-441.03,-590.74,1.03,1.01,-0.27,1013.84,5.11,41,1
00:00:16:632,88.09,2.85,-135.8,88.09,-2.85,135.8,0.32,-0.62,-0.65,0.3,0.12,0.98,0,-6.47,1.95,-5.07,-192.64,-439.27,-589.05,1.12,0.93,-0.03,1013.82,5.23,41,1
00:00:16:748,89.14,2.65,-135.82,89.14,-2.65,135.82,0.32,-0.62,-0.65,0.3,0.12,0.95,0.12,-8.61,0.85,-5.07,-206.65,-439.27,-589.05,1.12,0.91,0.1,1013.82,5.24,38,1
00:00:16:864,90.5,2.52,-135.86,90.5,-2.52,135.86,0.32,-0.63,-0.64,0.29,0.13,0.95,0.04,-7.2,2.62,-5.19,-194.39,-448.06,-590.74,1.13,0.91,0.05,1013.83,5.18,40,1
00:00:16:980,91.66,2.09,-136.05,91.66,-2.09,136.05,0.32,-0.64,-0.63,0.29,0.06,1.06,-0.44,-3.36,4.64,-5.13,-194.39,-437.52,-594.13,1.06,1.02,-0.41,1013.82,5.31,45,1
00:00:17:095,91.13,2.41,-136.12,91.13,-2.41,136.12,0.32,-0.64,-0.64,0.29,0.08,1,-0.36,-4.52,4.15,-5.31,-203.14,-435.76,-582.28,1.08,0.96,-0.34,1013.81,5.3,44,1
00:00:17:211,90.34,2.6,-136.13,90.34,-2.6,136.13,0.32,-0.63,-0.64,0.29,0.06,1.03,-0.29,-4.82,4.46,-5.13,-203.14,-439.27,-595.82,1.06,0.98,-0.29,1013.83,5.25,43,1
00:00:17:326,91.42,2.73,-136.11,91.42,-2.73,136.11,0.33,-0.64,-0.64,0.29,0.08,0.99,-0.06,-6.71,2.44,-5.13,-196.14,-439.27,-592.43,1.08,0.94,-0.04,1013.81,5.32,43,1
00:00:17:442,91.86,2.55,-136.23,91.86,-2.55,136.23,0.32,-0.64,-0.63,0.29,0.08,0.99,-0.1,-7.51,2.69,-5,-192.64,-453.33,-595.82,1.08,0.94,-0.07,1013.81,5.32,41,1
00:00:17:568,92.64,2.5,-136.32,92.64,-2.5,136.32,0.33,-0.65,-0.63,0.28,0.08,0.97,-0.11,-6.04,3.17,-5.19,-187.38,-441.03,-587.36,1.08,0.93,-0.07,1013.82,5.3,43,1
00:00:17:684,92.44,2.59,-136.32,92.44,-2.59,136.32,0.33,-0.64,-0.63,0.28,0.07,1.01,-0.12,-6.53,2.81,-5.07,-190.89,-426.97,-590.74,1.07,0.96,-0.08,1013.81,5.37,45,1
00:00:17:800,93.37,2.35,-136.41,93.37,-2.35,136.41,0.33,-0.65,-0.63,0.28,0.07,0.98,-0.13,-7.14,3.23,-5.37,-208.4,-426.97,-583.97,1.07,0.94,-0.08,1013.8,5.4,43,1
00:00:17:915,92.9,2.44,-136.41,92.9,-2.44,136.41,0.33,-0.65,-0.63,0.28,0.1,0.98,-0.12,-7.45,2.69,-5.25,-197.89,-444.55,-590.74,1.09,0.93,-0.07,1013.79,5.61,42,1
00:00:18:031,93.38,2.25,-136.51,93.38,-2.25,136.51,0.33,-0.65,-0.63,0.28,0.09,1.01,-0.08,-5.74,3.42,-5.19,-199.64,-435.76,-592.43,1.09,0.97,-0.02,1013.79,5.49,38,1
00:00:18:146,93.99,2.29,-136.5,93.99,-2.29,136.5,0.33,-0.65,-0.62,0.28,0.1,0.98,0.01,-6.84,2.38,-5.13,-189.13,-439.27,-602.59,1.1,0.94,0.08,1013.8,5.45,41,1
00:00:18:262,94.79,2.16,-136.53,94.79,-2.16,136.53,0.33,-0.66,-0.62,0.28,0.08,0.97,-0.11,-6.65,2.5,-5.13,-194.39,-441.03,-604.28,1.07,0.93,-0.03,1013.79,5.54,41,1
00:00:18:378,94.13,2.4,-136.57,94.13,-2.4,136.57,0.33,-0.65,-0.62,0.28,0.08,0.97,-0.12,-7.51,2.87,-5.19,-206.65,-435.76,-585.66,1.08,0.93,-0.05,1013.78,5.54,45,1
00:00:18:494,91.96,2.86,-136.51,91.96,-2.86,136.51,0.33,-0.64,-0.63,0.28,0.09,0.98,-0.13,-7.75,2.62,-5.25,-208.4,-430.49,-587.36,1.09,0.93,-0.1,1013.79,5.51,47,1
00:00:18:610,91.94,2.71,-136.45,91.94,-2.71,136.45,0.32,-0.64,-0.63,0.28,0.07,1.01,-0.12,-6.71,3.23,-5.13,-197.89,-437.52,-587.36,1.07,0.96,-0.09,1013.79,5.52,43,1
00:00:18:725,92.58,2.69,-136.44,92.58,-2.69,136.44,0.33,-0.65,-0.63,0.28,0.11,0.95,-0.01,-8,2.69,-5.19,-211.9,-441.03,-594.13,1.1,0.91,0.03,1013.8,5.47,42,1
00:00:18:841,93.55,2.5,-136.51,93.55,-2.5,136.51,0.33,-0.65,-0.62,0.28,0.08,0.97,-0.08,-7.26,3.23,-5.19,-206.65,-442.79,-592.43,1.07,0.92,-0.01,1013.79,5.54,41,1
00:00:18:956,94.15,2.35,-136.6,94.15,-2.35,136.6,0.33,-0.66,-0.62,0.28,0.09,0.99,-0.06,-6.65,3.48,-5.19,-206.65,-428.73,-592.43,1.08,0.95,0.01,1013.79,5.5,39,1
00:00:19:072,93.67,2.43,-136.61,93.67,-2.43,136.61,0.33,-0.65,-0.62,0.28,0.08,1,-0.18,-6.35,3.48,-5.25,-203.14,-439.27,-578.89,1.08,0.95,-0.12,1013.78,5.6,41,1
00:00:19:188,92.92,2.68,-136.67,92.92,-2.68,136.67,0.33,-0.65,-0.63,0.28,0.07,1.01,-0.14,-6.9,3.05,-5.25,-217.15,-442.79,-592.43,1.07,0.96,-0.09,1013.79,5.56,42,1
00:00:19:304,92.46,2.79,-136.68,92.46,-2.79,136.68,0.33,-0.64,-0.63,0.28,0.08,0.97,-0.13,-7.26,2.81,-5.19,-196.14,-446.3,-585.66,1.08,0.92,-0.09,1013.78,5.67,43,1
00:00:19:420,93.08,2.55,-136.74,93.08,-2.55,136.74,0.32,-0.65,-0.63,0.28,0.1,1.01,-0.08,-6.53,2.75,-5.07,-206.65,-439.27,-592.43,1.09,0.96,-0.02,1013.77,5.7,37,1
00:00:19:535,93.57,2.51,-136.79,93.57,-2.51,136.79,0.33,-0.65,-0.63,0.28,0.09,0.99,-0.01,-7.02,2.93,-5.25,-197.89,-455.09,-590.74,1.08,0.95,0.05,1013.77,5.61,41,1
00:00:19:651,93.9,2.46,-136.87,93.9,-2.46,136.87,0.33,-0.65,-0.62,0.28,0.1,0.97,-0.07,-6.77,2.5,-5.25,-204.9,-437.52,-583.97,1.1,0.92,0,1013.77,5.67,43,1
00:00:19:766,94,2.55,-136.91,94,-2.55,136.91,0.33,-0.65,-0.62,0.28,0.08,1.01,-0.14,-5.62,3.11,-5.19,-199.64,-453.33,-592.43,1.07,0.97,-0.07,1013.77,5.65,40,1
00:00:19:893,94.29,2.54,-137.04,94.29,-2.54,137.04,0.33,-0.66,-0.62,0.28,0.09,0.95,-0.03,-7.02,3.05,-5.13,-204.9,-437.52,-583.97,1.09,0.91,0.05,1013.78,5.57,43,1
00:00:20:009,94.55,2.51,-137.13,94.55,-2.51,137.13,0.33,-0.66,-0.62,0.27,0.09,0.99,-0.06,-6.29,2.87,-5.13,-199.64,-453.33,-592.43,1.09,0.95,0.02,1013.77,5.63,41,1
00:00:20:124,94.04,2.57,-137.21,94.04,-2.57,137.21,0.32,-0.66,-0.62,0.27,0.08,1.01,-0.12,-5.98,2.93,-5.13,-204.9,-451.57,-600.9,1.08,0.97,-0.05,1013.77,5.79,41,1
00:00:20:270,93.32,2.3,-137.17,93.32,-2.3,137.17,0.32,-0.65,-0.63,0.28,0.08,0.95,-0.06,-7.14,2.75,-5.19,-208.4,-444.55,-607.67,1.08,0.91,0,1013.76,5.8,43,1
00:00:20:385,93.5,2.52,-137.09,93.5,-2.52,137.09,0.32,-0.65,-0.63,0.28,0.09,0.98,-0.11,-6.23,3.11,-5.19,-201.39,-441.03,-587.36,1.08,0.94,-0.05,1013.75,5.84,40,1
00:00:20:501,93.85,2.36,-137.12,93.85,-2.36,137.12,0.32,-0.65,-0.62,0.28,0.08,0.97,-0.06,-6.53,2.99,-5.19,-208.4,-444.55,-597.51,1.08,0.93,0.01,1013.75,5.84,37,1
00:00:20:616,94.41,2.2,-137.15,94.41,-2.2,137.15,0.32,-0.66,-0.62,0.28,0.08,1,-0.08,-6.29,2.93,-5.19,-199.64,-453.33,-589.05,1.08,0.96,0,1013.75,5.88,45,1
00:00:20:732,94.86,2.41,-137.28,94.86,-2.41,137.28,0.33,-0.66,-0.62,0.27,0.08,1,-0.16,-5.74,3.05,-5.13,-171.62,-453.33,-589.05,1.07,0.96,-0.08,1013.74,5.93,45,1
00:00:20:848,94.55,2.44,-137.37,94.55,-2.44,137.37,0.32,-0.66,-0.62,0.27,0.08,1,-0.14,-5.98,3.11,-5.13,-189.13,-435.76,-602.59,1.07,0.96,-0.06,1013.74,5.94,39,1
00:00:20:964,93.5,2.57,-137.28,93.5,-2.57,137.28,0.32,-0.65,-0.63,0.28,0.09,1,-0.13,-6.35,3.17,-5.13,-213.65,-449.82,-589.05,1.09,0.95,-0.07,1013.74,5.88,45,1
00:00:21:080,93.25,2.61,-137.27,93.25,-2.61,137.27,0.32,-0.65,-0.63,0.28,0.09,1,-0.1,-6.41,2.93,-5.19,-208.4,-441.03,-611.05,1.09,0.95,-0.05,1013.75,5.92,43,1
00:00:21:195,93.48,2.54,-137.12,93.48,-2.54,137.12,0.32,-0.65,-0.63,0.28,0.08,0.99,-0.04,-6.71,2.99,-5.19,-197.89,-451.57,-604.28,1.07,0.95,0.02,1013.72,6.07,41,1
00:00:21:311,93.95,2.49,-137.15,93.95,-2.49,137.15,0.32,-0.66,-0.62,0.28,0.08,1,-0.13,-6.35,3.05,-5.13,-197.89,-448.06,-583.97,1.07,0.96,-0.06,1013.73,6.04,41,1
00:00:21:426,94.13,2.49,-137.25,94.13,-2.49,137.25,0.32,-0.66,-0.62,0.27,0.08,0.99,-0.1,-6.84,3.11,-5.13,-190.89,-462.12,-594.13,1.07,0.95,-0.03,1013.74,5.94,39,1
00:00:21:542,93.72,2.55,-137.3,93.72,-2.55,137.3,0.32,-0.65,-0.63,0.28,0.08,0.99,-0.19,-6.84,3.17,-5.31,-192.64,-439.27,-599.21,1.08,0.94,-0.13,1013.73,5.99,45,1
00:00:21:658,93.65,2.53,-137.17,93.65,-2.53,137.17,0.32,-0.65,-0.63,0.28,0.08,1.02,-0.13,-6.41,3.05,-5.31,-204.9,-441.03,-587.36,1.08,0.98,-0.07,1013.73,5.92,43,1
00:00:21:774,93.36,2.55,-137.16,93.36,-2.55,137.16,0.32,-0.65,-0.63,0.28,0.08,0.98,-0.1,-6.96,2.56,-5.25,-196.14,-442.79,-592.43,1.08,0.93,-0.05,1013.74,5.95,45,1
00:00:21:890,93.85,2.46,-137.14,93.85,-2.46,137.14,0.32,-0.65,-0.62,0.28,0.08,0.97,-0.12,-7.2,2.87,-5.19,-190.89,-444.55,-597.51,1.08,0.92,-0.05,1013.73,6.01,43,1
00:00:22:005,93.75,2.67,-137.11,93.75,-2.67,137.11,0.33,-0.65,-0.63,0.28,0.09,1,-0.06,-6.71,2.93,-5.13,-201.39,-458.6,-590.74,1.08,0.95,0,1013.74,5.93,41,1
00:00:22:121,93.82,2.9,-137.14,93.82,-2.9,137.14,0.33,-0.65,-0.63,0.27,0.09,0.99,-0.12,-6.53,3.23,-5.25,-196.14,-442.79,-602.59,1.08,0.94,-0.05,1013.72,6.06,44,1
00:00:22:236,93.88,2.63,-137.11,93.88,-2.63,137.11,0.33,-0.65,-0.62,0.28,0.07,1.01,-0.14,-6.16,3.48,-5.19,-192.64,-442.79,-595.82,1.07,0.96,-0.07,1013.72,6.19,41,1
00:00:22:352,93.89,2.51,-137.12,93.89,-2.51,137.12,0.32,-0.65,-0.62,0.28,0.08,0.98,-0.14,-7.14,2.81,-5.19,-208.4,-444.55,-587.36,1.08,0.94,-0.07,1013.71,6.19,43,1
00:00:22:468,94,2.44,-137.2,94,-2.44,137.2,0.32,-0.66,-0.62,0.28,0.07,1,-0.15,-6.41,3.3,-5.19,-199.64,-446.3,-592.43,1.06,0.96,-0.08,1013.71,6.17,39,1
00:00:22:594,93.95,2.52,-137.19,93.95,-2.52,137.19,0.32,-0.66,-0.62,0.28,0.09,1.03,-0.13,-5.62,3.36,-5.07,-206.65,-442.79,-612.75,1.09,0.99,-0.06,1013.71,6.17,43,1
00:00:22:710,93.82,2.64,-137.07,93.82,-2.64,137.07,0.33,-0.65,-0.63,0.28,0.07,0.97,-0.14,-6.29,3.23,-5.19,-196.14,-446.3,-595.82,1.07,0.93,-0.07,1013.72,6.12,43,1
00:00:22:825,93.69,2.57,-137.06,93.69,-2.57,137.06,0.32,-0.65,-0.63,0.28,0.09,1,-0.13,-6.16,3.3,-5.31,-201.39,-437.52,-597.51,1.09,0.96,-0.07,1013.72,6.1,43,1
00:00:22:941,93.88,2.57,-136.99,93.88,-2.57,136.99,0.33,-0.65,-0.62,0.28,0.08,0.97,-0.1,-6.59,2.75,-5.13,-189.13,-442.79,-595.82,1.08,0.93,-0.03,1013.7,6.32,41,1
00:00:23:056,94.32,2.55,-137.03,94.32,-2.55,137.03,0.33,-0.66,-0.62,0.28,0.11,0.98,-0.09,-6.59,2.81,-5.19,-194.39,-462.12,-597.51,1.1,0.93,-0.02,1013.7,6.24,40,1
00:00:23:172,94.33,2.56,-137.19,94.33,-2.56,137.19,0.33,-0.66,-0.62,0.27,0.08,1,-0.16,-5.86,3.3,-5.19,-192.64,-470.9,-589.05,1.08,0.96,-0.08,1013.71,6.15,42,1
00:00:23:288,94.34,2.81,-137.35,94.34,-2.81,137.35,0.33,-0.66,-0.62,0.27,0.08,0.97,-0.07,-6.59,2.75,-5.31,-211.9,-448.06,-580.59,1.08,0.92,0.01,1013.71,6.3,43,1
00:00:23:404,93.7,2.61,-137.42,93.7,-2.61,137.42,0.32,-0.65,-0.63,0.27,0.09,0.99,-0.11,-6.1,2.87,-5.19,-215.4,-458.6,-590.74,1.09,0.94,-0.04,1013.7,6.25,41,1
00:00:23:520,93.75,2.34,-137.45,93.75,-2.34,137.45,0.32,-0.66,-0.63,0.28,0.1,0.98,-0.09,-6.47,2.99,-5.19,-210.15,-442.79,-602.59,1.1,0.94,-0.02,1013.7,6.38,42,1
00:00:23:635,93.9,2.41,-137.37,93.9,-2.41,137.37,0.32,-0.66,-0.62,0.28,0.08,1,-0.12,-6.16,3.05,-5.07,-194.39,-462.12,-590.74,1.08,0.96,-0.05,1013.68,6.4,41,1
00:00:23:751,94.24,2.43,-137.49,94.24,-2.43,137.49,0.32,-0.66,-0.62,0.27,0.08,1,-0.12,-6.23,3.05,-5.13,-206.65,-446.3,-595.82,1.07,0.96,-0.05,1013.69,6.39,40,1
00:00:23:866,94.52,2.59,-137.48,94.52,-2.59,137.48,0.32,-0.66,-0.62,0.27,0.09,0.95,-0.14,-6.77,2.93,-5.19,-204.9,-458.6,-600.9,1.08,0.91,-0.07,1013.69,6.49,44,1
00:00:23:982,94.42,2.59,-137.51,94.42,-2.59,137.51,0.32,-0.66,-0.62,0.27,0.08,1.02,-0.13,-6.1,3.36,-5.19,-196.14,-463.87,-605.98,1.07,0.97,-0.05,1013.69,6.4,41,1
00:00:24:098,94.13,2.57,-137.51,94.13,-2.57,137.51,0.32,-0.66,-0.62,0.27,0.1,0.99,-0.07,-6.65,2.56,-5.13,-203.14,-453.33,-595.82,1.1,0.95,0,1013.69,6.46,43,1
00:00:24:214,94.14,2.54,-137.5,94.14,-2.54,137.5,0.32,-0.66,-0.62,0.27,0.07,1.01,-0.09,-6.41,2.99,-5.07,-197.89,-444.55,-597.51,1.07,0.96,-0.01,1013.68,6.37,40,1
00:00:24:330,94.02,2.42,-137.47,94.02,-2.42,137.47,0.32,-0.66,-0.62,0.27,0.08,0.98,-0.1,-6.71,2.69,-5.25,-220.66,-446.3,-599.21,1.08,0.94,-0.03,1013.67,6.48,44,1
00:00:24:445,94.04,2.22,-137.46,94.04,-2.22,137.46,0.32,-0.66,-0.62,0.28,0.1,0.98,-0.13,-6.59,3.11,-5.25,-194.39,-441.03,-597.51,1.1,0.94,-0.06,1013.67,6.49,43,1
00:00:24:561,93.96,2.36,-137.45,93.96,-2.36,137.45,0.32,-0.66,-0.62,0.27,0.07,1.02,-0.11,-6.16,3.6,-5.13,-211.9,-462.12,-590.74,1.07,0.98,-0.04,1013.67,6.46,42,1
00:00:24:676,94.06,2.34,-137.58,94.06,-2.34,137.58,0.32,-0.66,-0.62,0.27,0.08,0.98,-0.07,-6.84,2.81,-5.31,-201.39,-455.09,-597.51,1.08,0.94,0,1013.66,6.53,42,1
00:00:24:792,94.43,2.16,-137.62,94.43,-2.16,137.62,0.32,-0.66,-0.62,0.27,0.08,0.98,-0.14,-6.9,2.81,-5.19,-201.39,-441.03,-587.36,1.08,0.94,-0.06,1013.67,6.62,43,1
00:00:24:922,94.23,2.38,-137.62,94.23,-2.38,137.62,0.32,-0.66,-0.62,0.27,0.07,0.97,-0.08,-6.84,2.93,-5.31,-192.64,-463.87,-595.82,1.07,0.93,0,1013.64,6.78,47,1
00:00:25:038,94.33,2.18,-137.71,94.33,-2.18,137.71,0.32,-0.66,-0.62,0.27,0.09,0.96,-0.09,-6.77,2.87,-5.19,-194.39,-458.6,-590.74,1.09,0.92,-0.01,1013.65,6.72,41,1
00:00:25:154,94.46,2.25,-137.84,94.46,-2.25,137.84,0.32,-0.66,-0.62,0.27,0.07,0.98,-0.15,-6.71,3.17,-5.25,-192.64,-456.85,-589.05,1.07,0.94,-0.07,1013.64,6.76,42,1
00:00:25:270,94.39,2.43,-137.86,94.39,-2.43,137.86,0.32,-0.66,-0.62,0.27,0.09,0.99,-0.12,-6.53,3.3,-5.31,-196.14,-449.82,-602.59,1.08,0.95,-0.05,1013.64,6.77,42,1
00:00:25:393,94.72,2.18,-137.81,94.72,-2.18,137.81,0.32,-0.66,-0.62,0.27,0.1,1,-0.07,-6.35,2.87,-5.13,-217.15,-456.85,-599.21,1.09,0.97,0.01,1013.64,6.85,41,1
00:00:25:509,94.35,2.36,-137.81,94.35,-2.36,137.81,0.32,-0.66,-0.62,0.27,0.1,1,-0.09,-6.53,2.81,-5.25,-201.39,-441.03,-587.36,1.1,0.96,-0.01,1013.63,6.79,40,1
00:00:25:624,94.15,2.47,-137.75,94.15,-2.47,137.75,0.32,-0.66,-0.62,0.27,0.1,0.98,-0.13,-6.41,3.23,-5.19,-211.9,-455.09,-600.9,1.09,0.93,-0.06,1013.63,6.89,41,1
00:00:25:740,94.43,2.58,-137.74,94.43,-2.58,137.74,0.32,-0.66,-0.62,0.27,0.07,1,-0.11,-6.04,3.3,-5.25,-204.9,-451.57,-597.51,1.07,0.95,-0.03,1013.63,6.83,39,1
00:00:25:855,94.07,2.47,-137.7,94.07,-2.47,137.7,0.32,-0.66,-0.62,0.27,0.07,1,-0.15,-6.35,3.11,-5.19,-217.15,-449.82,-599.21,1.07,0.96,-0.08,1013.63,6.85,43,1
00:00:25:971,94.54,2.35,-137.69,94.54,-2.35,137.69,0.32,-0.66,-0.62,0.27,0.09,0.96,-0.14,-6.65,3.11,-5.13,-196.14,-449.82,-592.43,1.09,0.92,-0.06,1013.63,6.8,42,1
00:00:26:086,94.24,2.47,-137.71,94.24,-2.47,137.71,0.32,-0.66,-0.62,0.27,0.07,1.02,-0.13,-5.8,3.48,-5.19,-208.4,-455.09,-597.51,1.07,0.98,-0.06,1013.62,6.93,39,1
00:00:26:202,94.14,2.51,-137.71,94.14,-2.51,137.71,0.32,-0.66,-0.62,0.27,0.06,0.98,-0.11,-6.47,2.62,-5.13,-199.64,-460.36,-585.66,1.06,0.94,-0.04,1013.61,7.02,43,1
00:00:26:318,94.26,2.44,-137.8,94.26,-2.44,137.8,0.32,-0.66,-0.62,0.27,0.1,0.97,-0.1,-5.74,3.17,-5.13,-197.89,-455.09,-597.51,1.09,0.92,-0.03,1013.62,6.92,40,1
00:00:26:434,94.12,2.97,-137.82,94.12,-2.97,137.82,0.32,-0.66,-0.63,0.27,0.09,0.85,-0.11,-7.39,2.75,-5.25,-210.15,-460.36,-578.89,1.09,0.8,-0.03,1013.62,6.93,43,1
00:00:26:550,93.52,3.11,-137.9,93.52,-3.11,137.9,0.32,-0.65,-0.63,0.27,0.07,1.05,-0.28,-8.18,4.09,-5.37,-197.89,-448.06,-590.74,1.07,1,-0.22,1013.61,7.02,41,1
00:00:26:665,93.01,2.52,-137.81,93.01,-2.52,137.81,0.32,-0.65,-0.63,0.27,0.1,1.14,-0.12,-9.7,2.69,-5.25,-206.65,-442.79,-585.66,1.1,1.1,-0.07,1013.61,6.94,41,1
00:00:26:781,92.87,2.45,-137.71,92.87,-2.45,137.71,0.32,-0.65,-0.63,0.28,0.09,0.89,-0.13,-9.46,3.48,-5.07,-225.91,-444.55,-583.97,1.09,0.85,-0.08,1013.6,7.07,42,1
00:00:26:896,93.54,2.29,-137.72,93.54,-2.29,137.72,0.32,-0.65,-0.63,0.28,0.08,0.93,-0.06,-6.65,2.99,-5,-208.4,-430.49,-597.51,1.07,0.89,0,1013.61,7.1,39,1
00:00:27:012,93.21,2.15,-137.56,93.21,-2.15,137.56,0.32,-0.65,-0.63,0.28,0.07,1.04,-0.2,-5.55,3.48,-5.31,-208.4,-448.06,-580.59,1.06,1,-0.15,1013.6,7.08,40,1
